62003016	Faith	Yesu nung name eno nao nuna me yangduna, arare dubora mono pumaora susuwa gigiwangne ara. Arare name deka ayero otao mani naname eno nao naname me yangduwanenese sao mitiya ara.
43013001	Grace	Magayao mene awong Daigaina auna oregao be nugu nenu Yesu nung nutope eyero gigina, “Na tawing doro kapetegairo Maungna-una witari nena auna be nugu niya.” Ayero gosinasani giro buro-mani nuna tawingna atu narineya aeno dubora mono puna. Mono pumao nuna awiya oko aung yao mitao gege mitauna.
58003017	Sin	Arata awong namaze Tuwa Bayau mene giginu meko naunu dawang 40 aung yeni? Awiya pasena nasani eu yanawira atu mamagayewa awong aeno ayero yena.
60001014	Recommendation	Tuwa Bayaura ge dimao mani yero neupu. Niye gitau diga nasani pasenana yumao ago yero nasani nauwa, nao deka ayero yeme oko neupu.
45011032	Grace	Tuwa Bayau mene emo bauno apakana ge nuna awang saese gigina. Arare mono nuna-una gege iwaing yarineya.
66006006	Description	Aune na nona seka naore 4 nunae-una towang atu emora ge ine eyero senu nigiwang, “Ma etobe zuma nuna awiya 10 kina. Nupema ame deka ayao ine igi yao 6 auna zuma nuna 10 kina. Ora uweri ou wainne amimene zo ao-di mitae.”
59004010	Recommendation	Tuwara benaungna atu dubo ninae puro wosiro naya aune nune yazo ninae de ika gariniya.
44017031	Grace	Awiya noeno oko, nung be pugainu mitiya awiya kasa yai aune nung emo bauno tawing sero sero auna susuwa keregairo abena teng pugariniya. Orata emo zo awega-ziwega yaora buro awiya yaise pugaina. Pugairo tawingna emo bauno apakana nung giro baingtanenese sero magayaora atu uwenu seka yero iropuro noiya.”
43019002	Description	Ayero yero nung izari sero angsi dungne puro ewero aune ziyo nuna-una atu wosogaiwa. Ayero yero taung wori yuyao zo dema wosogaiwa punu
54005014	Recommendation	Arare na eyero sinena era. Bauno ibono mamagayetugao taung seka awong emo zo nupema atiro mani awiso seka pupunasani awiso nunae diya yaese. Ayero nasani naya iwo mene name eno pasenana ge sari yero ge kau yero yangduwae.
43014011	Faith	Mama mene na aune mitoiya, o na deka ayero Mama aune mitona ge awiya nigipu me yae. Arata ge awiya gaya me oko yao yai giro buro ena yero nona awiya kotungno aune ge awiya gipu me yae.
66020014	Violence	Ayero aune Magayaoto Kowa awongto awiya puro au iyao awinasani mitoiya auna gainu wosiwato ara. Iyao amimene magayao namba tu niya ara.
