62003016	Faith	Om nambêênja yalak ahe havingin danggakook ani nambe Kalisi yoo vu yi la doos-ambe yimb in dôôvu yiiy, om yik yiiy oo aambu yiiy na doos in dôôvu yiiy halingg-aso ond mem nivasa.
43013001	Grace	Hil Yuda-te busin bop busin haluusin sen Anutu haluuh hil Islel hôôk vu Ijip bôôy-ato ond peey-anjo ngaaho lak, tonde Yesu lak ni nambe yite busin tok laam lung la in gavuuh ngaanggis voon-anjo de naah vu Mangganaan. Yoo ahe having yite va-so vu voon-anjo vu munggin-ambe tok valup busin sen yimb-ato.
58003017	Sin	Tonde hil tana sen lawiing-ambe Anutu ahekalin vu sil lohvu ta doo-yuuh-ato? Yik hil sen lawiing va nipaya be layimb-ambe naavind neep panyek vu taaku lumbalaamb-ato ond yik Anutu ahekalin vu hil-anju.
60001014	Recommendation	Tombe mem ham naatu Anutu-te noondin nanyend vuun-aso, de ham-ame sapa hôôk ham alompayo nipaya voon-ate navu navu bôôy sen ham doosin Anutu be ham sapa hôôk-ato le.
45011032	Grace	In Anutu luus hil pin-ambe lala dando osin silate vakasin kalêêsin-ambe lanjingin sil lôôt, le mem taamusin atombe yoo le ka pasiv in sil pin. - (25) Lom 12:16 Luk 21:24 Jon 10:16 - (26) Matai 23:39 Ais 59:20-21 Saam 14:7 - (27) Ais 27:9 Jer 31:33-34 - (32) Galata 3:22,1 Timoti 2:4
66006006	Description	Tombe sa hango vati nambe sen lava ti nakaas hôôk va metumin yumbeyuuh-anjuuto lavuun nambe, “Okaasêêh palawa balet-ate hôôk dêêngg pasivdaka be hil baanggo jak mone sen dako hôôk busin ti-te kul-ato, tonde okaasêêh paandi hôôk dêêngg pasivdaka yaal, ond yik hil baanggo jak mone sen dako hôôk busin ti-te kul-ato, lemu game gambu teenin hahaanôôn aniluk osin wain e.”
59004010	Recommendation	Ham daanggôôl ham-ambe ham anggulis Omaaho Bop baambu ond Omaaho Bop e gako ham jak. - (1) Lom 7:23,1 Pita 2:11 - (4) Lom 8:7,1 Jon 2:15 - (5) Eks 20:3,5 - (6) Pro 3:34 Matai 23:12,1 Pita 5:5 - (7) Epesas 6:12,1 Pita 5:8-9 - (8) Sek 1:3 Mal 3:7 Ais 1:16 - (10) Iyop 5:11,1 Pita 5:6
44017031	Grace	In yoo holin yite omaaho ango in nambe gangoyin hil pin-ate vakasin-ambe naanêêl nivalok dôôk busin sen hatung lung laa-to, om omaahôô-ju Anutu wiing-ambe kandi lak laah vu hil yimbin-ate in nambe hil pin lanjak ni naambe Anutu yoo holin yi in kul-anju keen.”
43019002	Description	Tonde lasêêy hees aniyin-ambe lambuuhin tombe latung lakala lu, be davu taahu omaaho lulemak ak yi, tonde lalop tôômb amembu ti lukala yi,
54005014	Recommendation	Om saawiingin nambe vehaahôôv-aso sen yoo daahen dando vehaavu dakaa-to sil lanjak vu moow ango naah, in sil gako unoopasiv-ambe ganggin silate bayêên. Ke, lambiing naambêênjo ond mem hil sen dayi yiiy bel-ate payaa-to me-le daatovu mopaatôôv in nambe daanêêl yiiy pale le.
