62003016	Faith	உண்மையான அன்பு எதுவென்பதை இவ்வாறே நாம் அறிவோம் . இயேசு அவரது ஜீவனை நமக்காகக் கொடுத்தார் . எனவே நாம் நமது ஜீவனைக் கிறிஸ்துவில் நமது சகோதரருக்காகவும் சகோதரிகளுக்காகவும் கொடுக்க வேண்டும் .
43013001	Grace	இது ஏறக்குறைய பஸ்கா பண்டிகைக்கான நேரம் . இதுதான் இந்த உலகத்தை விட்டுச் செல்வதற்கான நேரம் என்பதை இயேசு அறிந்திருந்தார் . இயேசு , தன் பிதாவிடம் திரும்பிப் போவதற்கான காலம் இது . இயேசு அவருடைய மக்களின் மீது பெரிதான அன்பை எப்போதும் வைத்திருந்தார் . இப்பொழுது , அவருக்கு அவர்களிடம் கொண்ட அன்பை வெளிப்படுத்தும் நேரமாயிற்று .
58003017	Sin	மேலும் நாற்பது வருடங்களாக தேவன் யார் மீது கோபம் கொண்டார் ? பாவம் செய்தவர்கள் மீது அல்லவா ? அவர்களனைவரும் வனாந்திரத்திலேயே மடிந்து போனார்கள் .
60001014	Recommendation	கடந்த காலத்தில் இந்தக் காரியங்களை நீங்கள் புரிந்துகொள்ளவில்லை . எனவே நீங்கள் விரும்பிய தீயசெயல்களைச் செய்து வந்தீர்கள் . ஆனால் இப்போது கீழ்ப்படிகிற தேவனுடைய பிள்ளைகளாக இருக்கிறீர்கள் . எனவே ஏற்கெனவே நீங்கள் கொண்டிருந்த தீய ஆசைகளுக்கு ஏற்ப வாழ்வதை நிறுத்துங்கள் .
45011032	Grace	அனைத்து மக்களும் தேவனுக்குப் பணிய மறுத்திருக்கின்றனர் . தேவன் பணியாதவர்களை ஓரிடத்தில் சேர்த்தார் . எனவே , அவர் அனைவர் மீதும் இரக்கம் கொள்ள முடியும் .
66006006	Description	அப்பொழுது ஒருவகை சப்தத்தைக் கேட்டேன் . அச்சப்தம் நான்கு உயிருள்ள ஜீவன்களின் மத்தியிலிருந்தே வந்தது . “ ஒரு நாள் கூலியாக ஒரு படி கோதுமை . ஒரு நாள் கூலியாக மூன்று படி வாற்கோதுமை , எண்ணெயையும் , திராட்சை இரசத்தையும் வீணாக்காதே ” என்று கூறிற்று .
59004010	Recommendation	தேவனின் முன் பணிவோடு வணங்குங்கள் . அவர் உங்களை உயர்த்துவார் .
44017031	Grace	தேவன் உலகிலுள்ள எல்லா மக்களையும் நியாயம்தீர்ப்பதற்கு ஒரு நாளைக் குறித்து வைத்துள்ளார் . அவர் சரியான தீர்ப்பு வழங்குவார் . அவர் ஒரு மனிதனைப் பயன்படுத்துவார் . தேவன் பல காலத்திற்கு முன்னரேயே இம்மனிதனைத் தேர்ந்தெடுத்தார் . அம்மனிதனை மரணத்தினின்று எழுப்பியதன் மூலம் தேவன் இதற்கான உறுதியை அனைவருக்கும் அளித்தார் ” என்றான் .
43019002	Description	போர்ச் சேவகர்கள் முள்ளினால் ஒரு முடியைப் பின்னினர் . அவர்கள் அதை இயேசுவின் தலைமீது அணிவித்தனர் . பிறகு சிவப்பான அங்கியை அவருக்கு உடுத்தினார்கள் .
54005014	Recommendation	ஆகையால் இளம் விதவைகள் மீண்டும் திருமணம் செய்து , பிள்ளைகளைப் பெற்று , வீட்டைக் கவனித்துக்கொள்வார்களாக . இதுவே அவர்கள் செய்ய வேண்டுமென நான் விரும்புகிறேன் . இந்த வழியில் அவர்கள் எதிரிக்கு விமர்சிக்கும் வாய்ப்பை கொடுக்கமாட்டார்கள் .
43014011	Faith	நான் பிதாவில் இருக்கிறேன் . பிதா என்னில் இருக்கிறார் என்று நான் சொல்லும்போது என்னை நம்புங்கள் . இல்லாவிட்டால் நான் செய்த அற்புதங்களுக்காவது என்னை நம்புங்கள் .
66020014	Violence	அப்போது மரணமும் பாதாளமும் நெருப்புக் கடலில் தள்ளப்பட்டன . இந்த நெருப்புக் கடலே இரண்டாம் மரணமாகும் .
58009026	Description	அப்படியானால் உலகம் உண்டானது முதல் அவர் அநேகந்தரம் இதுபோல் பாடுபட வேண்டியது இருந்திருக்கும் . அவர் தம்மை தாமே பலியிட வேண்டியிருந்தது . அதனால் அவர் இந்தக் கடைசி காலத்தில் ஒரே ஒருதரம் தம்மைப் பலியிட்டார் . இதன் மூலம் அவர் அனைவரது பாவங்களையும் நீக்கிவிட்டார் .
44013018	Description	வனாந்தரத்தில் நாற்பது ஆண்டுகள் தேவன் அவர்களோடு பொறுமையாக இருந்தார் .
46011033	Recommendation	சகோதர சகோதரிகளே ! எனவே , நீங்கள் ஒன்று சேர்ந்து உண்ணுவதற்கு வருகையில் பிறருக்காகக் காத்திருங்கள் .
66006012	Violence	ஆட்டுக்குட்டியானவர் ஆறாவது முத்திரையை உடைப்பதைக் கவனித்தேன் . அப்போது பெரிய நில நடுக்கம் ஏற்பட்டது . சூரியன் இருண்டது . துக்கம் கொண்டாடுகிறவன் அணிகிற ஆடைகள்போல அது கறுத்தது . நிலவு இரத்தம்போல சிவப்பானது .
58011035	Violence	இறந்துபோன தங்களுடையவர்களை பெண்கள் மீண்டும் அடைந்தார்கள் . மற்றவர்கள் வாதைக்குள்ளானபோதும் விடுபட மறுத்தார்கள் . மரணத்திலிருந்து ஒரு சிறந்த வாழ்விற்கென உயிரோடு எழுப்பப்படுவதற்காக இதனைச் செய்தார்கள் .
44016037	Violence	ஆனால் பவுல் வீரரை நோக்கி , “ உங்கள் தலைவர்கள் எங்களை விசாரணை செய்யவில்லை . ஆனால் மக்கள் முன்பாக அவர்கள் எங்களை அடித்துச் சிறையில் அடைத்தார்கள் . நாங்கள் ரோம மக்கள் . எங்களுக்கு உரிமை உள்ளது . இப்போது தலைவர்கள் நாங்கள் இரகசியமாகப் போக வேண்டுமென விரும்புகிறார்கள் . முடியாது , தலைவர்களே வந்து எங்களை வெளியேற்றட்டும் ! ” என்றான் .
45013009	Recommendation	இவற்றையெல்லாம் நான் எதற்காகக் கூறுகிறேன் என்றால் “ விபசாரம் செய்யாதிருங்கள் . கொலை செய்யாதிருங்கள் . களவு செய்யாதிருங்கள் . அடுத்தவர்க்கு உரிய பொருட்களை விரும்ப வேண்டாம் . ” சட்டவிதி இவற்றைச் சொல்கிறது . இவை எல்லா கட்டளைகளும் , “ தன்னை தானே நேசித்துக்கொள்வது போலவே ஒருவன் அடுத்தவனையும் நேசிக்க வேண்டும் ” என்று ஒரு விதியையே சொல்கின்றன .
62003003	Faith	கிறிஸ்து தூய்மையானவர் . கிறிஸ்துவில் இந்த நம்பிக்கையுள்ள ஒவ்வொரு மனிதனும் கிறிஸ்துவைப் போலவே தன்னைத் தூய்மையாக வைத்துக்கொள்கிறான் .
45007022	Faith	என் மனதிற்குள் , தேவனுடைய சட்டவிதியோடு மகிழ்ச்சியாய் இருக்கிறேன் .
50004004	Recommendation	எப்பொழுதும் கர்த்தருக்குள் முழுமையான மகிழ்ச்சியோடு இருங்கள் . நான் மீண்டும் கூறுகிறேன் . முழு மகிழ்ச்சியோடு இருங்கள் .
66001012	Description	என்னோடு பேசிக்கொண்டிருந்தவர் யார் என அறிய நான் திரும்பிப் பார்த்தேன் . நான் ஏழு பொன்னாலான குத்துவிளக்குகளைப் பார்த்தேன் .
58003018	Sin	எனது இளைப்பாறுதலுக்குள் பிரவேசிக்க முடியாது என்று யாரிடம் தேவன் கூறினார் ? அவருக்குக் கீழ்ப்படியாத மக்களிடம் மட்டும் தானே கூறினார் .
43010008	Sin	எனக்கு முன்னால் வந்தவர்கள் அனைவரும் கள்ளரும் , கொள்ளைக்காரர்களுமாக இருந்தார்கள் . ஆடுகள் அவர்களைக் கவனிக்கவில்லை .
60002018	Recommendation	அடிமைகளே , உங்கள் எஜமானர்களின் அதிகாரத்தை ஏற்றுக்கொள்ளுங்கள் . இதை எல்லா மரியாதையோடும் செய்யுங்கள் . நல்ல இரக்கமுள்ள எஜமானருக்குக் கீழ்ப்படியுங்கள் . முரட்டுத்தனமான எஜமானருக்கும் கீழ்ப்படியுங்கள் .
44006013	Description	யூதர்கள் சிலரை அக்கூட்டத்திற்கு அழைத்து வந்தனர் . ஸ்தேவானைக் குறித்துப் பொய் சொல்லும்படி அவர்களுக்கு யூதர்கள் கூறியிருந்தனர் . அந்த மனிதர்கள் , “ இவன் எப்போதும் பரிசுத்தமான இடத்தைக் குறித்துக் கெட்டதையே சொல்கிறான் . மோசேயின் சட்டத்திற்கு எதிராகவே எப்போதும் சொல்கிறான் .
47005018	Faith	இவை அனைத்தும் தேவனிடமிருந்து வந்தன . கிறிஸ்துவின் மூலம் தேவன் அவருக்கும் நமக்கும் இடையில் சமாதானத்தை உருவாக்கினார் . மக்களை சமாதானத்திற்குள் கொண்டு வந்து சேர்க்கும் பணியை எங்களுக்குக் கொடுத்திருக்கிறார் .
