62003016	Faith	Wanggo à si nu nggo inta i hi di a si ikpanye: Yesu Kristi à itu ima à ta yo ki inta. I wre inta bu ka atu amunta wa i ni ku amuya amunta abiga ba.
43013001	Grace	A si azhibarr wa nggo a ta zzu na ambre ka na na Iga i Ivu Sarr yi, i Yesu à hi da azhibarr yo a nga ba nggo uwa ta du ingbingbru inggi yi na kakuma na Aki wa ku. À di kpanye na abiga ma ba ba nggo so ni ingbingbru yi kakami kuma ni ikikre yi.
58003017	Sin	A sa abata mu nggo Abachi à ki unfu na ba ki ase iso ne̱? A sa anishirr abangga ba nggo a la ure, na kɨ na ankpuji wa.
60001014	Recommendation	Ziza nggo imba sa amumarr ba Abachi à bi wo ure. Imba bu si na nâ ta si nggo imba i di na ni ikuchi yi hen. Imba i si hi mu, ni di na aseki a imimi ka nggo imba i zha hen.
45011032	Grace	Abachi a na anishirr ba ki abi kri ni harr we nu nggo a kà iwo ma nggo. À na meme wre ku uwa bu tsarr ba we ina zizi ima yi.
66006006	Description	Ingga gru wo inkindirr yi zzu ukorr zhi na aninkindirr atsitsirr ane̱ ba ba. Ukorr ku u da di, “A ta tsarr imbimbru alikama na agbugba ayirr na kpa dinarri uyirr, inklo i undu ku azhi yirr. A ta tsarr agbugba itarr nggi imbimbru ikiri i bale itarr inggi na kpa dinarri uyirr, inklo yi nggo a di han unu undu na azhi yirr nggo. Si na ku anye olivu wa tuku àmà ugbyarr ku grepu wa inkindirr hen!”
59004010	Recommendation	Gri atu amba wa ji, na age̱ ka Abachi, uwa ta gɨ imba gru.
44017031	Grace	Abachi à ka zu azhibarr ba nggo uwa a taka ni bre amu ku anishirr we na si taka ka unuma mri hen, na à ka ttu undurr ni bre amu ama wa ba. À tsarr inta kakami du uwa a ta na meme. Ima yo i du ma à du Unushirr uwama à tasi.”
43019002	Description	Abi ta iku ba a nyarr intto yarr na ka yo ku ni itu, na ku gri ikpo ankru asisarr ni surr ku,
54005014	Recommendation	Ni ima yo ingga i ta zha di amba ba ako atsitsa ba bu garr na ngri amumarr na ssu ako ambarr wa gri, wre ku uni karr wa a si ta hi anko a re̱ inkindirr indanda hen.
