62003016	Faith	Na tawae mulolo yawasosi? Keliso yawasina italamwan kaiwela mwa ana paisowane koina takatai mulolo yawasosi. Mwa koinaele tabe kita sowasowana yawasila tatalamwan kalakavao yo dulao kaiweli.
43013001	Grace	Kaliyate kaigeda imiyamiya kabo mwalelikwa soina kana sauga. Yeisu ikataiyako ana sauga ikelakubwamako na yanuwa yaulina ilogabaen na ipileyoi Tamana koina. Ana tomoyao imulolososi kolili siya simiyamiya yanuwa yaulina mena kabo bwaite sauga ana mulolone kaiweli kana lalaki iyakenayagili.
58003017	Sin	Tabe toisabo boda Yaubada imunamunai kolili bolime poti? Siya bodane sauga meuloina silopwano Yaubada ana loina koina yo siboita ule bwagabwaga mena, wa?
60001014	Recommendation	Bwaite sauga komiu Yaubada natunao kabo ilonamwayagimiu tem kwaobigai. Beyabeyana kwamiyamiya boniboniyai ana dedei koina yo nuwatu naenaeli siloinayagimiu. Nuwanuwagu nuwatune kwasikotanagili.
45011032	Grace	Kaiwena Yaubada tomo meuloili ipeili siyamala gamwa-panapanawa kana topaisowa panpanli kaiwena ana loina nige siyayakasisiyan. Iginauli besiele bwaite, kaiwena nuwanuwana meuloili ikate-kamkamna-yagili.
66006006	Description	Kabo kaina yabo yabenalan ilaomaya yamayamayalene luwali mena, kana benali besiele tomo kainana, kabo iwalolau tomone iya imwalisae osi pwatana mena iba, “Witi kuyatake yo kana polowe besiele kilogelam kaigeda yo maisana besiele kaliyate kaigeda kana paisowa maisana, yo bali kuyatake kana polowe besiele kilogelam yaiyona, yo maisana besiele kaliyate kaigeda kana paisowa maisana.* Yo mayau olibe mekanakava oine tanoliyao tabu kwasisibayanaeli.”
59004010	Recommendation	Kwanuwalobi Guyau manna mena, kabo iya ipeiseyagimiu.
44017031	Grace	Kaiwena kaliyate yabo ipeiyako yanuwa yaulina kana tomiya meuloili naga iyatala namwanamwaili, yo tomo yabo igitesipwai-yako iya yatalane kani iginauli, kana yawasosi iyakenayagila meuloila kolila, kaiwena tomonane ikele-yatoloyoi-yako boita mena.”
43019002	Description	Kabo samasamali sakosakonana sikalaili yo sipaisowai na sipwaom kulukuluna mena. Yo kaleko malamalawena sikalai besiele kin kana kaleko yo siyalikwa,
54005014	Recommendation	Mwa siya kwabukwabuli naga sikekedukeduluma ilonamwayagili tem sikasoleyoi na sikabikabi yo waineliyao yo natuliyao sigite-kalatagili na mesabana kala tokalomagigiliwo tabu sikakawa-naenae-yagili.
43014011	Faith	Yagu walone kwameliyagili, yau yamiyamiya Tamagu koina yo Tamagu imiyamiya koliyau. Na tem yagu walone nige kwamemeliyagili besi kwamelimo yagu paisowa kaikaiweline kilakilalali tawae yaginauliliko kolili.
66020014	Violence	Mwa Yaubada boita yo Edesi igabae-lobiyegili mayau wedowedolina kalona mena mayaune iya boita labuina.
